uav_count,seed,method,outer_complete,inner_complete,discovery_complete,monitoring_complete,total_time,rrbba_triggers,makespan,total_distance,plot_path,comparison_plot,status
9,10,TSP,,,,,,,35.9,242.24,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed10.png,success
9,11,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251228_145446\OBLAP_UAV9_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV9_Seed11.png,success
9,11,TSP,,,,,,,36.2,238.62,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed11.png,success
9,12,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251228_145446\OBLAP_UAV9_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV9_Seed12.png,success
9,12,TSP,,,,,,,35.9,240.26,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed12.png,success
9,13,OBLAP,21,21,20,28,29,2,,,batch_test_plots_20251228_145446\OBLAP_UAV9_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV9_Seed13.png,success
9,13,TSP,,,,,,,36.9,247.78,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed13.png,success
9,14,OBLAP,19,19,18,29,30,2,,,batch_test_plots_20251228_145446\OBLAP_UAV9_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV9_Seed14.png,success
9,14,TSP,,,,,,,35.9,240.92,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed14.png,success
9,15,OBLAP,14,14,13,25,26,2,,,batch_test_plots_20251228_145446\OBLAP_UAV9_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV9_Seed15.png,success
9,15,TSP,,,,,,,39.1,247.8,,batch_test_plots_20251228_145446\Comparison_UAV9_Seed15.png,success
10,1,OBLAP,16,16,15,25,26,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed1.png,success
10,1,TSP,,,,,,,32.8,241.63,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed1.png,success
10,2,OBLAP,19,19,18,30,31,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed2.png,success
10,2,TSP,,,,,,,36.0,252.69,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed2.png,success
10,3,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed3.png,success
10,3,TSP,,,,,,,35.0,254.32,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed3.png,success
10,4,OBLAP,23,23,22,32,33,4,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed4.png,success
10,4,TSP,,,,,,,32.0,237.44,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed4.png,success
10,5,OBLAP,23,23,22,32,33,3,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed5.png,success
10,5,TSP,,,,,,,38.0,251.78,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed5.png,success
10,6,OBLAP,16,16,15,24,25,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed6.png,success
10,6,TSP,,,,,,,37.0,248.57,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed6.png,success
10,7,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed7.png,success
10,7,TSP,,,,,,,32.0,243.34,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed7.png,success
10,8,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed8.png,success
10,8,TSP,,,,,,,36.4,243.65,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed8.png,success
10,9,OBLAP,22,22,21,32,33,4,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed9.png,success
10,9,TSP,,,,,,,31.4,238.93,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed9.png,success
10,10,OBLAP,21,21,20,31,32,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed10.png,success
10,10,TSP,,,,,,,35.0,245.2,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed10.png,success
10,11,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed11.png,success
10,11,TSP,,,,,,,30.6,239.4,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed11.png,success
10,12,OBLAP,23,23,22,32,33,3,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed12.png,success
10,12,TSP,,,,,,,32.0,241.88,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed12.png,success
10,13,OBLAP,21,21,20,28,29,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed13.png,success
10,13,TSP,,,,,,,35.0,251.91,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed13.png,success
10,14,OBLAP,14,14,13,26,27,2,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed14.png,success
10,14,TSP,,,,,,,32.0,246.12,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed14.png,success
10,15,OBLAP,22,22,21,30,31,4,,,batch_test_plots_20251228_145446\OBLAP_UAV10_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV10_Seed15.png,success
10,15,TSP,,,,,,,34.8,251.03,,batch_test_plots_20251228_145446\Comparison_UAV10_Seed15.png,success
11,1,OBLAP,15,15,14,26,27,3,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed1.png,success
11,1,TSP,,,,,,,32.0,258.66,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed1.png,success
11,2,OBLAP,19,19,18,30,31,2,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed2.png,success
11,2,TSP,,,,,,,35.2,266.21,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed2.png,success
11,3,OBLAP,20,20,19,30,31,3,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed3.png,success
11,3,TSP,,,,,,,34.0,265.64,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed3.png,success
11,4,OBLAP,21,21,20,32,33,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed4.png,success
11,4,TSP,,,,,,,36.0,259.73,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed4.png,success
11,5,OBLAP,23,23,22,32,33,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed5.png,success
11,5,TSP,,,,,,,37.0,261.32,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed5.png,success
11,6,OBLAP,15,15,14,25,26,3,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed6.png,success
11,6,TSP,,,,,,,31.0,255.33,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed6.png,success
11,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed7.png,success
11,7,TSP,,,,,,,30.1,249.93,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed7.png,success
11,8,OBLAP,16,16,15,26,27,2,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed8.png,success
11,8,TSP,,,,,,,33.0,255.33,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed8.png,success
11,9,OBLAP,22,22,21,31,32,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed9.png,success
11,9,TSP,,,,,,,32.0,253.71,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed9.png,success
11,10,OBLAP,21,21,20,31,32,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed10.png,success
11,10,TSP,,,,,,,31.0,253.87,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed10.png,success
11,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed11.png,success
11,11,TSP,,,,,,,32.0,255.03,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed11.png,success
11,12,OBLAP,21,21,20,29,30,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed12.png,success
11,12,TSP,,,,,,,31.0,255.3,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed12.png,success
11,13,OBLAP,21,21,20,29,30,4,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed13.png,success
11,13,TSP,,,,,,,35.0,269.66,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed13.png,success
11,14,OBLAP,14,14,13,26,27,2,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed14.png,success
11,14,TSP,,,,,,,30.4,256.41,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed14.png,success
11,15,OBLAP,20,20,19,29,30,3,,,batch_test_plots_20251228_145446\OBLAP_UAV11_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV11_Seed15.png,success
11,15,TSP,,,,,,,31.3,261.6,,batch_test_plots_20251228_145446\Comparison_UAV11_Seed15.png,success
12,1,OBLAP,15,15,14,24,25,2,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed1.png,success
12,1,TSP,,,,,,,30.3,260.54,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed1.png,success
12,2,OBLAP,19,19,18,29,30,4,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed2.png,success
12,2,TSP,,,,,,,32.3,275.34,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed2.png,success
12,3,OBLAP,20,20,19,29,30,3,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed3.png,success
12,3,TSP,,,,,,,32.3,267.15,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed3.png,success
12,4,OBLAP,20,20,19,29,30,4,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed4.png,success
12,4,TSP,,,,,,,29.6,262.24,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed4.png,success
12,5,OBLAP,23,23,22,30,31,6,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed5.png,success
12,5,TSP,,,,,,,31.3,269.92,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed5.png,success
12,6,OBLAP,15,15,14,22,23,2,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed6.png,success
12,6,TSP,,,,,,,29.6,262.23,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed6.png,success
12,7,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed7.png,success
12,7,TSP,,,,,,,29.3,256.31,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed7.png,success
12,8,OBLAP,17,17,16,26,27,2,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed8.png,success
12,8,TSP,,,,,,,31.3,269.54,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed8.png,success
12,9,OBLAP,22,22,21,31,32,4,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed9.png,success
12,9,TSP,,,,,,,28.3,263.28,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed9.png,success
12,10,OBLAP,21,21,20,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed10.png,success
12,10,TSP,,,,,,,30.3,265.58,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed10.png,success
12,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed11.png,success
12,11,TSP,,,,,,,30.3,261.63,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed11.png,success
12,12,OBLAP,20,20,19,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed12.png,success
12,12,TSP,,,,,,,29.3,258.87,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed12.png,success
12,13,OBLAP,21,21,20,29,30,6,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed13.png,success
12,13,TSP,,,,,,,33.2,284.65,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed13.png,success
12,14,OBLAP,17,17,16,27,28,2,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed14.png,success
12,14,TSP,,,,,,,29.3,261.27,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed14.png,success
12,15,OBLAP,20,20,19,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV12_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV12_Seed15.png,success
12,15,TSP,,,,,,,29.3,264.85,,batch_test_plots_20251228_145446\Comparison_UAV12_Seed15.png,success
13,1,OBLAP,15,15,14,24,25,2,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed1.png,success
13,1,TSP,,,,,,,32.2,281.27,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed1.png,success
13,2,OBLAP,19,19,18,27,28,2,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed2.png,success
13,2,TSP,,,,,,,35.2,288.21,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed2.png,success
13,3,OBLAP,20,20,19,29,30,4,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed3.png,success
13,3,TSP,,,,,,,32.2,283.07,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed3.png,success
13,4,OBLAP,21,21,20,29,30,3,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed4.png,success
13,4,TSP,,,,,,,30.5,273.39,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed4.png,success
13,5,OBLAP,23,23,22,30,31,4,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed5.png,success
13,5,TSP,,,,,,,35.2,285.0,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed5.png,success
13,6,OBLAP,15,15,14,25,26,2,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed6.png,success
13,6,TSP,,,,,,,35.2,284.81,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed6.png,success
13,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed7.png,success
13,7,TSP,,,,,,,27.2,266.15,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed7.png,success
13,8,OBLAP,16,16,15,24,25,2,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed8.png,success
13,8,TSP,,,,,,,31.2,277.49,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed8.png,success
13,9,OBLAP,22,22,21,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed9.png,success
13,9,TSP,,,,,,,29.2,269.8,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed9.png,success
13,10,OBLAP,21,21,20,30,31,3,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed10.png,success
13,10,TSP,,,,,,,28.3,270.97,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed10.png,success
13,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed11.png,success
13,11,TSP,,,,,,,29.5,270.59,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed11.png,success
13,12,OBLAP,21,21,20,29,30,3,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed12.png,success
13,12,TSP,,,,,,,27.3,269.65,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed12.png,success
13,13,OBLAP,21,21,20,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed13.png,success
13,13,TSP,,,,,,,33.1,292.86,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed13.png,success
13,14,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed14.png,success
13,14,TSP,,,,,,,28.3,272.55,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed14.png,success
13,15,OBLAP,20,20,19,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV13_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV13_Seed15.png,success
13,15,TSP,,,,,,,29.2,275.04,,batch_test_plots_20251228_145446\Comparison_UAV13_Seed15.png,success
14,1,OBLAP,16,16,15,25,26,3,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed1.png,success
14,1,TSP,,,,,,,30.3,278.33,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed1.png,success
14,2,OBLAP,22,22,21,30,31,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed2.png,success
14,2,TSP,,,,,,,34.5,291.75,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed2.png,success
14,3,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed3.png,success
14,3,TSP,,,,,,,31.9,289.65,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed3.png,success
