uav_count,seed,method,outer_complete,inner_complete,discovery_complete,monitoring_complete,total_time,rrbba_triggers,makespan,total_distance,plot_path,comparison_plot,status
14,3,TSP,,,,,,,29.3,277.83,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed3.png,success
14,4,OBLAP,18,18,17,27,28,5,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed4.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed4.png,success
14,4,TSP,,,,,,,30.0,277.91,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed4.png,success
14,5,OBLAP,23,23,22,30,31,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed5.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed5.png,success
14,5,TSP,,,,,,,25.0,270.72,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed5.png,success
14,6,OBLAP,14,14,13,23,24,2,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed6.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed6.png,success
14,6,TSP,,,,,,,25.6,257.09,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed6.png,success
14,7,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed7.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed7.png,success
14,7,TSP,,,,,,,27.0,270.41,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed7.png,success
14,8,OBLAP,15,15,14,23,24,2,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed8.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed8.png,success
14,8,TSP,,,,,,,26.5,274.36,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed8.png,success
14,9,OBLAP,22,22,21,28,29,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed9.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed9.png,success
14,9,TSP,,,,,,,24.9,265.52,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed9.png,success
14,10,OBLAP,21,21,20,29,30,7,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed10.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed10.png,success
14,10,TSP,,,,,,,26.8,273.59,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed10.png,success
14,11,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed11.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed11.png,success
14,11,TSP,,,,,,,25.8,268.17,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed11.png,success
14,12,OBLAP,19,19,18,27,28,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed12.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed12.png,success
14,12,TSP,,,,,,,27.1,273.47,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed12.png,success
14,13,OBLAP,24,24,23,33,34,7,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed13.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed13.png,success
14,13,TSP,,,,,,,34.1,303.08,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed13.png,success
14,14,OBLAP,24,24,23,32,33,6,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed14.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed14.png,success
14,14,TSP,,,,,,,25.9,271.08,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed14.png,success
14,15,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_192153\OBLAP_UAV14_Seed15.png,batch_test_plots_20251228_192153\Comparison_UAV14_Seed15.png,success
14,15,TSP,,,,,,,28.2,282.22,,batch_test_plots_20251228_192153\Comparison_UAV14_Seed15.png,success
15,1,OBLAP,16,16,15,25,26,2,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed1.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed1.png,success
15,1,TSP,,,,,,,24.3,273.75,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed1.png,success
15,2,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed2.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed2.png,success
15,2,TSP,,,,,,,28.0,288.37,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed2.png,success
15,3,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed3.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed3.png,success
15,3,TSP,,,,,,,25.9,288.6,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed3.png,success
15,4,OBLAP,19,19,18,27,28,3,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed4.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed4.png,success
15,4,TSP,,,,,,,30.0,299.82,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed4.png,success
15,5,OBLAP,23,23,22,30,31,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed5.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed5.png,success
15,5,TSP,,,,,,,26.2,285.39,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed5.png,success
15,6,OBLAP,21,21,20,28,29,4,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed6.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed6.png,success
15,6,TSP,,,,,,,28.4,292.91,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed6.png,success
15,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed7.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed7.png,success
15,7,TSP,,,,,,,28.0,294.97,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed7.png,success
15,8,OBLAP,14,14,13,22,23,2,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed8.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed8.png,success
15,8,TSP,,,,,,,27.7,290.46,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed8.png,success
15,9,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed9.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed9.png,success
15,9,TSP,,,,,,,24.2,283.05,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed9.png,success
15,10,OBLAP,21,21,20,30,31,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed10.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed10.png,success
15,10,TSP,,,,,,,27.1,285.58,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed10.png,success
15,11,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed11.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed11.png,success
15,11,TSP,,,,,,,27.1,291.35,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed11.png,success
15,12,OBLAP,19,19,18,26,27,4,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed12.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed12.png,success
15,12,TSP,,,,,,,24.3,277.09,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed12.png,success
15,13,OBLAP,24,24,23,30,31,6,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed13.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed13.png,success
15,13,TSP,,,,,,,30.6,326.75,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed13.png,success
15,14,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed14.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed14.png,success
15,14,TSP,,,,,,,25.1,285.47,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed14.png,success
15,15,OBLAP,20,20,19,28,29,6,,,batch_test_plots_20251228_192153\OBLAP_UAV15_Seed15.png,batch_test_plots_20251228_192153\Comparison_UAV15_Seed15.png,success
15,15,TSP,,,,,,,28.9,295.53,,batch_test_plots_20251228_192153\Comparison_UAV15_Seed15.png,success
16,1,OBLAP,16,16,15,24,25,2,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed1.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed1.png,success
16,1,TSP,,,,,,,23.0,280.56,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed1.png,success
16,2,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed2.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed2.png,success
16,2,TSP,,,,,,,30.7,302.25,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed2.png,success
16,3,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed3.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed3.png,success
16,3,TSP,,,,,,,25.4,298.01,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed3.png,success
16,4,OBLAP,19,19,18,27,28,3,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed4.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed4.png,success
16,4,TSP,,,,,,,30.5,303.3,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed4.png,success
16,5,OBLAP,23,23,22,30,31,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed5.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed5.png,success
16,5,TSP,,,,,,,23.3,278.57,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed5.png,success
16,6,OBLAP,21,21,20,28,29,4,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed6.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed6.png,success
16,6,TSP,,,,,,,28.4,296.1,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed6.png,success
16,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed7.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed7.png,success
16,7,TSP,,,,,,,26.1,299.05,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed7.png,success
16,8,OBLAP,14,14,13,22,23,2,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed8.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed8.png,success
16,8,TSP,,,,,,,24.7,289.88,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed8.png,success
16,9,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed9.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed9.png,success
16,9,TSP,,,,,,,26.0,294.41,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed9.png,success
16,10,OBLAP,21,21,20,30,31,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed10.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed10.png,success
16,10,TSP,,,,,,,26.1,296.92,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed10.png,success
16,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed11.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed11.png,success
16,11,TSP,,,,,,,26.1,299.81,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed11.png,success
16,12,OBLAP,22,22,21,29,30,6,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed12.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed12.png,success
16,12,TSP,,,,,,,25.8,293.3,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed12.png,success
16,13,OBLAP,24,24,23,30,31,6,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed13.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed13.png,success
16,13,TSP,,,,,,,30.1,325.56,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed13.png,success
16,14,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed14.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed14.png,success
16,14,TSP,,,,,,,22.3,279.57,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed14.png,success
16,15,OBLAP,20,20,19,27,28,6,,,batch_test_plots_20251228_192153\OBLAP_UAV16_Seed15.png,batch_test_plots_20251228_192153\Comparison_UAV16_Seed15.png,success
16,15,TSP,,,,,,,28.9,299.96,,batch_test_plots_20251228_192153\Comparison_UAV16_Seed15.png,success
