time,type,uav_id,details
3.5,target_discovery,0,"{""target_id"": 6, ""position"": [2.5, 2.5]}"
5.9,target_discovery,5,"{""target_id"": 1, ""position"": [5.5, 3.5]}"
8.1,target_discovery,6,"{""target_id"": 7, ""position"": [8.5, 0.5]}"
10.9,target_discovery,1,"{""target_id"": 4, ""position"": [4.5, 4.5]}"
12.0,target_discovery,1,"{""target_id"": 3, ""position"": [4.5, 5.5]}"
13.6,outer_complete,0,"{""cells_covered"": 13}"
14.9,target_discovery,6,"{""target_id"": 0, ""position"": [8.5, 3.5]}"
16.2,target_discovery,3,"{""target_id"": 5, ""position"": [3.5, 9.5]}"
16.5,outer_complete,1,"{""cells_covered"": 13}"
17.1,target_discovery,5,"{""target_id"": 2, ""position"": [7.5, 0.5]}"
17.2,outer_complete,5,"{""cells_covered"": 12}"
19.6,outer_complete,3,"{""cells_covered"": 13}"
20.5,outer_complete,6,"{""cells_covered"": 12}"
20.9,outer_complete,2,"{""cells_covered"": 13}"
20.9,outer_complete,4,"{""cells_covered"": 12}"
21.5,outer_complete,7,"{""cells_covered"": 12}"
