time,type,uav_id,details
11.3,target_discovery,8,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
11.7,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.4,target_discovery,8,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
15.1,target_discovery,1,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
16.0,target_discovery,0,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
16.3,outer_complete,1,"{""cells_covered"": 10}"
16.9,target_discovery,4,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
17.2,outer_complete,2,"{""cells_covered"": 10}"
18.2,outer_complete,3,"{""cells_covered"": 10}"
18.7,target_discovery,8,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
18.8,outer_complete,7,"{""cells_covered"": 10}"
18.8,outer_complete,8,"{""cells_covered"": 10}"
19.2,outer_complete,4,"{""cells_covered"": 10}"
20.5,outer_complete,0,"{""cells_covered"": 16}"
22.8,outer_complete,6,"{""cells_covered"": 12}"
29.6,outer_complete,9,"{""cells_covered"": 20}"
31.0,outer_complete,5,"{""cells_covered"": 20}"
