time,type,uav_id,details
8.7,target_discovery,1,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
9.2,target_discovery,7,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
11.8,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
11.9,outer_complete,0,"{""cells_covered"": 9}"
15.1,target_discovery,5,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
16.1,target_discovery,2,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
16.6,target_discovery,7,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
16.7,outer_complete,6,"{""cells_covered"": 9}"
18.4,outer_complete,2,"{""cells_covered"": 9}"
20.7,outer_complete,4,"{""cells_covered"": 9}"
21.9,outer_complete,1,"{""cells_covered"": 18}"
26.2,outer_complete,7,"{""cells_covered"": 18}"
29.3,outer_complete,3,"{""cells_covered"": 18}"
31.1,outer_complete,5,"{""cells_covered"": 18}"
