time,type,uav_id,details
9.1,target_discovery,4,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
10.3,target_discovery,1,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
12.5,target_discovery,0,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
15.9,outer_complete,0,"{""cells_covered"": 12}"
16.8,target_discovery,2,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
17.0,outer_complete,1,"{""cells_covered"": 12}"
18.0,outer_complete,2,"{""cells_covered"": 12}"
18.3,target_discovery,6,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
18.7,target_discovery,5,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
19.0,outer_complete,3,"{""cells_covered"": 12}"
20.0,outer_complete,4,"{""cells_covered"": 12}"
20.4,outer_complete,6,"{""cells_covered"": 16}"
24.0,outer_complete,7,"{""cells_covered"": 16}"
34.9,target_discovery,5,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
46.8,outer_complete,5,"{""cells_covered"": 36}"
