time,type,uav_id,details
1.1,target_discovery,7,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
15.6,target_discovery,7,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
15.8,outer_complete,6,"{""cells_covered"": 9}"
15.8,inner_selection,,"{""selected_uavs"": [6]}"
15.9,target_discovery,3,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
16.7,outer_complete,4,"{""cells_covered"": 11}"
16.7,inner_selection,,"{""selected_uavs"": [6, 4]}"
19.1,outer_complete,3,"{""cells_covered"": 11}"
19.1,inner_selection,,"{""selected_uavs"": [6, 4, 3]}"
19.2,outer_complete,5,"{""cells_covered"": 16}"
19.2,inner_selection,,"{""selected_uavs"": [6, 4, 3, 5]}"
20.9,target_discovery,1,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
21.9,target_discovery,7,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
22.7,outer_complete,2,"{""cells_covered"": 11}"
22.7,target_assignment,2,"{""target_id"": 1, ""distance"": 4.0}"
23.1,outer_complete,7,"{""cells_covered"": 23}"
23.1,target_assignment,7,"{""target_id"": 6, ""distance"": 1.0}"
23.9,target_discovery,4,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
24.2,mission_complete,7,{}
25.4,outer_complete,1,"{""cells_covered"": 11}"
25.4,target_assignment,1,"{""target_id"": 2, ""distance"": 2.0}"
25.6,mission_complete,2,{}
26.4,target_discovery,5,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
27.4,outer_complete,0,"{""cells_covered"": 16}"
27.4,target_assignment,0,"{""target_id"": 2, ""distance"": 5.0}"
27.5,mission_complete,1,{}
27.7,target_discovery,3,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
29.7,outer_complete,6,"{""cells_covered"": 18}"
29.7,target_assignment,6,"{""target_id"": 3, ""distance"": 5.0}"
31.6,mission_complete,0,{}
32.1,outer_complete,5,"{""cells_covered"": 23}"
32.1,target_assignment,5,"{""target_id"": 3, ""distance"": 12.0}"
32.3,outer_complete,3,"{""cells_covered"": 20}"
32.3,target_assignment,3,"{""target_id"": 3, ""distance"": 7.0}"
33.9,mission_complete,6,{}
34.0,outer_complete,4,"{""cells_covered"": 22}"
34.0,target_assignment,4,"{""target_id"": 5, ""distance"": 14.0}"
39.4,mission_complete,3,{}
41.1,mission_complete,5,{}
43.9,mission_complete,4,{}
