time,type,uav_id,details
10.3,target_discovery,11,"{""target_id"": 1, ""position"": [0.5, 6.5]}"
13.5,target_discovery,13,"{""target_id"": 4, ""position"": [7.5, 5.5]}"
15.3,target_discovery,15,"{""target_id"": 5, ""position"": [11.5, 9.5]}"
15.6,target_discovery,5,"{""target_id"": 2, ""position"": [4.5, 15.5]}"
15.9,target_discovery,14,"{""target_id"": 10, ""position"": [11.5, 4.5]}"
17.3,outer_complete,0,"{""cells_covered"": 16}"
18.6,target_discovery,15,"{""target_id"": 7, ""position"": [10.5, 7.5]}"
19.2,target_discovery,4,"{""target_id"": 11, ""position"": [13.5, 14.5]}"
19.7,target_discovery,11,"{""target_id"": 15, ""position"": [4.5, 4.5]}"
21.1,target_discovery,2,"{""target_id"": 12, ""position"": [14.5, 6.5]}"
23.6,target_discovery,1,"{""target_id"": 6, ""position"": [15.5, 2.5]}"
24.1,outer_complete,9,"{""cells_covered"": 10}"
24.3,outer_complete,7,"{""cells_covered"": 8}"
24.4,target_discovery,10,"{""target_id"": 8, ""position"": [0.5, 9.5]}"
24.5,outer_complete,10,"{""cells_covered"": 14}"
25.5,target_discovery,5,"{""target_id"": 3, ""position"": [12.5, 14.5]}"
26.2,target_discovery,8,"{""target_id"": 9, ""position"": [1.5, 14.5]}"
27.1,outer_complete,12,"{""cells_covered"": 21}"
27.3,outer_complete,8,"{""cells_covered"": 13}"
28.2,target_discovery,1,"{""target_id"": 0, ""position"": [14.5, 4.5]}"
28.2,outer_complete,11,"{""cells_covered"": 19}"
28.6,outer_complete,6,"{""cells_covered"": 13}"
29.2,outer_complete,4,"{""cells_covered"": 10}"
29.4,outer_complete,1,"{""cells_covered"": 17}"
31.4,target_discovery,2,"{""target_id"": 13, ""position"": [13.5, 9.5]}"
31.9,target_discovery,13,"{""target_id"": 14, ""position"": [8.5, 8.5]}"
32.6,outer_complete,2,"{""cells_covered"": 15}"
33.7,outer_complete,5,"{""cells_covered"": 17}"
34.0,outer_complete,3,"{""cells_covered"": 15}"
34.2,outer_complete,13,"{""cells_covered"": 24}"
34.5,outer_complete,15,"{""cells_covered"": 20}"
35.0,outer_complete,14,"{""cells_covered"": 24}"
